spot_name,district,category,year,month,season,festival,total_visitors,estimated_visitors
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",316,316
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,May,Summer,May Day,386,386
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",275,275
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,July,Monsoon,Bonalu,272,272
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",257,257
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",267,267
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",404,404
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,411,411
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,December,Winter,Christmas,447,447
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",444,444
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,425,425
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",314,314
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",330,330
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,May,Summer,May Day,421,421
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",264,264
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,July,Monsoon,Bonalu,272,272
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",277,277
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),251,251
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",411,411
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,410,410
Mount Opera,Ranga Reddy,Other/Cultural Site,2025,December,Winter,Christmas,462,462
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",6317,6317
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,February,Winter,No Major Festival / Public Holiday,4603,4603
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,March,Summer,"Maha Shivaratri, Holi",3500,3500
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",3195,3195
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,May,Summer,May Day,5888,5888
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2699,2699
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,July,Monsoon,Bonalu,2547,2547
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",2488,2488
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",2551,2551
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",4224,4224
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,November,Post-Monsoon,Diwali/Deepavali,4089,4089
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2024,December,Winter,Christmas,6287,6287
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",5946,5946
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,February,Winter,Maha Shivaratri,4490,4490
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",3136,3136
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",3275,3275
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,May,Summer,May Day,5720,5720
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2513,2513
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,July,Monsoon,Bonalu,2726,2726
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",2541,2541
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),2672,2672
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",3979,3979
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,November,Post-Monsoon,No Major Festival / Public Holiday,4071,4071
Mrigavani National Park,Ranga Reddy,Wildlife/National Park,2025,December,Winter,Christmas,5836,5836
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",5857,5857
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,February,Winter,No Major Festival / Public Holiday,4625,4625
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,March,Summer,"Maha Shivaratri, Holi",3510,3510
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",3190,3190
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,May,Summer,May Day,5499,5499
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2499,2499
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,July,Monsoon,Bonalu,2553,2553
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",2724,2724
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",2586,2586
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",3826,3826
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,November,Post-Monsoon,Diwali/Deepavali,3948,3948
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2024,December,Winter,Christmas,6478,6478
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",6220,6220
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,February,Winter,Maha Shivaratri,4330,4330
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",3191,3191
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",3518,3518
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,May,Summer,May Day,5851,5851
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2556,2556
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,July,Monsoon,Bonalu,2489,2489
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",2485,2485
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),2505,2505
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",4064,4064
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,November,Post-Monsoon,No Major Festival / Public Holiday,4232,4232
Mrugavani National Park,Ranga Reddy,Wildlife/National Park,2025,December,Winter,Christmas,6122,6122
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",454,454
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,433,433
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",344,344
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",336,336
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,May,Summer,May Day,421,421
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",259,259
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,July,Monsoon,Bonalu,265,265
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",266,266
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",259,259
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",385,385
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,382,382
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2024,December,Winter,Christmas,412,412
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",457,457
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,423,423
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",320,320
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",341,341
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,May,Summer,May Day,393,393
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",262,262
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,July,Monsoon,Bonalu,251,251
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",276,276
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),273,273
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",420,420
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,397,397
Munnanur Jungle Resort,Nagarkurnool,Other/Cultural Site,2025,December,Winter,Christmas,451,451
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",7263,7263
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,February,Winter,No Major Festival / Public Holiday,5053,5053
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,March,Summer,"Maha Shivaratri, Holi",3668,3668
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",3679,3679
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,May,Summer,May Day,6538,6538
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3118,3118
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,July,Monsoon,Bonalu,2969,2969
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",2912,2912
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",3132,3132
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",4693,4693
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,November,Post-Monsoon,Diwali/Deepavali,4571,4571
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2024,December,Winter,Christmas,6989,6989
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",6751,6751
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,February,Winter,Maha Shivaratri,5076,5076
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",3735,3735
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",4026,4026
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,May,Summer,May Day,6424,6424
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2994,2994
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,July,Monsoon,Bonalu,3023,3023
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3150,3150
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),3108,3108
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",4573,4573
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,November,Post-Monsoon,No Major Festival / Public Holiday,4720,4720
Musical Garden & Planeterium,Hanumakonda,Park/Garden,2025,December,Winter,Christmas,7072,7072
NTR Gardens,Hyderabad,Park/Garden,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",6663,6663
NTR Gardens,Hyderabad,Park/Garden,2024,February,Winter,No Major Festival / Public Holiday,5073,5073
NTR Gardens,Hyderabad,Park/Garden,2024,March,Summer,"Maha Shivaratri, Holi",3775,3775
NTR Gardens,Hyderabad,Park/Garden,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",3926,3926
NTR Gardens,Hyderabad,Park/Garden,2024,May,Summer,May Day,6223,6223
NTR Gardens,Hyderabad,Park/Garden,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2879,2879
NTR Gardens,Hyderabad,Park/Garden,2024,July,Monsoon,Bonalu,2966,2966
NTR Gardens,Hyderabad,Park/Garden,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",3153,3153
NTR Gardens,Hyderabad,Park/Garden,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",3075,3075
NTR Gardens,Hyderabad,Park/Garden,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",4555,4555
NTR Gardens,Hyderabad,Park/Garden,2024,November,Post-Monsoon,Diwali/Deepavali,4609,4609
NTR Gardens,Hyderabad,Park/Garden,2024,December,Winter,Christmas,6650,6650
NTR Gardens,Hyderabad,Park/Garden,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",7407,7407
NTR Gardens,Hyderabad,Park/Garden,2025,February,Winter,Maha Shivaratri,5099,5099
NTR Gardens,Hyderabad,Park/Garden,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",3702,3702
NTR Gardens,Hyderabad,Park/Garden,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",3839,3839
NTR Gardens,Hyderabad,Park/Garden,2025,May,Summer,May Day,6138,6138
NTR Gardens,Hyderabad,Park/Garden,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3167,3167
NTR Gardens,Hyderabad,Park/Garden,2025,July,Monsoon,Bonalu,2882,2882
NTR Gardens,Hyderabad,Park/Garden,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3053,3053
NTR Gardens,Hyderabad,Park/Garden,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),2908,2908
NTR Gardens,Hyderabad,Park/Garden,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",4720,4720
NTR Gardens,Hyderabad,Park/Garden,2025,November,Post-Monsoon,No Major Festival / Public Holiday,4752,4752
NTR Gardens,Hyderabad,Park/Garden,2025,December,Winter,Christmas,7145,7145
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",742,742
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,February,Winter,No Major Festival / Public Holiday,726,726
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,March,Summer,"Maha Shivaratri, Holi",537,537
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",595,595
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,May,Summer,May Day,728,728
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",441,441
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,July,Monsoon,Bonalu,441,441
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",423,423
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",459,459
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",716,716
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,November,Post-Monsoon,Diwali/Deepavali,660,660
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2024,December,Winter,Christmas,719,719
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",776,776
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,February,Winter,Maha Shivaratri,760,760
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",538,538
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",578,578
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,May,Summer,May Day,674,674
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",442,442
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,July,Monsoon,Bonalu,464,464
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",466,466
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),444,444
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",727,727
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,November,Post-Monsoon,No Major Festival / Public Holiday,682,682
Nagarjuna Sagar,Nalgonda,Lake/Reservoir,2025,December,Winter,Christmas,774,774
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",709,709
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,February,Winter,No Major Festival / Public Holiday,718,718
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,March,Summer,"Maha Shivaratri, Holi",572,572
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",575,575
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,May,Summer,May Day,702,702
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",423,423
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,July,Monsoon,Bonalu,474,474
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",425,425
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",430,430
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",649,649
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,November,Post-Monsoon,Diwali/Deepavali,695,695
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2024,December,Winter,Christmas,788,788
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",764,764
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,February,Winter,Maha Shivaratri,779,779
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",536,536
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",572,572
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,May,Summer,May Day,686,686
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",449,449
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,July,Monsoon,Bonalu,426,426
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Lake/Reservoir,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",459,459
